addr_state,debt_to_income_ratio,emp_length,loan_amnt,status,title,zip_code
NY,42.03%,< 1 year,20000.0,declined,Debt consolidation,104xx
CA,9.75%,< 1 year,15000.0,declined,Home buying,935xx
TX,60.3%,< 1 year,10000.0,declined,Debt consolidation,776xx
MN,16.66,2 years,15000.0,accepted,Debt consolidation,550xx
MN,0%,< 1 year,7000.0,declined,Other,566xx
IL,0%,< 1 year,5000.0,declined,Car financing,600xx
TX,38.21%,< 1 year,6000.0,declined,Debt consolidation,780xx
MI,26.25%,< 1 year,16000.0,declined,Debt consolidation,490xx
FL,100%,< 1 year,10000.0,declined,Debt consolidation,344xx
GA,18.97,3 years,14000.0,accepted,Debt consolidation,318xx
CA,10.65%,< 1 year,20000.0,declined,Debt consolidation,907xx
KY,49.44%,< 1 year,20000.0,declined,Debt consolidation,410xx
MI,34.63%,< 1 year,10000.0,declined,Debt consolidation,483xx
VA,5.35%,< 1 year,4000.0,declined,Other,232xx
MA,0.3%,< 1 year,1000.0,declined,Other,019xx
CA,100%,< 1 year,13100.0,declined,Car financing,919xx
AZ,220%,< 1 year,2500.0,declined,Debt consolidation,850xx
OH,268.67%,< 1 year,2000.0,declined,Other,430xx
NC,49.64%,< 1 year,16500.0,declined,Credit card refinancing,272xx
TX,100%,< 1 year,35000.0,declined,Credit card refinancing,750xx
OH,100%,< 1 year,40000.0,declined,Vacation,888xx
CA,35.68%,< 1 year,10000.0,declined,Debt consolidation,922xx
CO,12.44%,< 1 year,1000.0,declined,Debt consolidation,801xx
WV,28.08%,< 1 year,5000.0,declined,Debt consolidation,254xx
IL,43.37%,< 1 year,2000.0,declined,Vacation,604xx
KY,0%,< 1 year,10000.0,declined,Car financing,402xx
GA,22.6%,< 1 year,3000.0,declined,Other,310xx
WA,33.14%,< 1 year,15000.0,declined,Debt consolidation,986xx
GA,24.05%,< 1 year,1000.0,declined,Other,318xx
CA,26.57,3 years,15000.0,accepted,Credit card refinancing,945xx
NE,17.25%,< 1 year,37000.0,declined,Home buying,690xx
CO,29.93,10+ years,3500.0,accepted,Debt consolidation,809xx
CA,56.92%,< 1 year,6000.0,declined,Credit card refinancing,900xx
NC,27.38%,< 1 year,5000.0,declined,Car financing,276xx
WA,6.59%,< 1 year,1000.0,declined,Debt consolidation,983xx
GA,6.91%,< 1 year,8850.0,declined,Other,313xx
TX,0%,< 1 year,15000.0,declined,Medical expenses,750xx
FL,14.42%,< 1 year,6000.0,declined,Other,331xx
WI,100%,< 1 year,35000.0,declined,Debt consolidation,543xx
FL,22.88%,< 1 year,40000.0,declined,Debt consolidation,331xx
OH,73.11%,< 1 year,18000.0,declined,Credit card refinancing,431xx
FL,15.14%,< 1 year,4000.0,declined,Debt consolidation,327xx
CO,39.57%,< 1 year,10000.0,declined,Debt consolidation,809xx
TX,38.54%,< 1 year,20000.0,declined,Car financing,786xx
CA,22.97%,< 1 year,3000.0,declined,Credit card refinancing,922xx
IL,53.56%,< 1 year,40000.0,declined,Home improvement,606xx
CA,2.47%,< 1 year,20000.0,declined,Debt consolidation,908xx
SC,1.18%,< 1 year,10000.0,declined,Debt consolidation,299xx
LA,38.32%,< 1 year,1700.0,declined,Credit card refinancing,700xx
MI,38.04%,< 1 year,15000.0,declined,Debt consolidation,483xx
OH,15.84%,< 1 year,40000.0,declined,Debt consolidation,439xx
CA,28.91%,< 1 year,34700.0,declined,Credit card refinancing,919xx
AL,39.32,10+ years,11200.0,accepted,Credit card refinancing,354xx
GA,0.71%,< 1 year,5500.0,declined,Debt consolidation,303xx
MA,14.64%,< 1 year,30000.0,declined,Debt consolidation,018xx
FL,21.68%,< 1 year,5500.0,declined,Credit card refinancing,346xx
MA,28.53%,< 1 year,18000.0,declined,Other,012xx
HI,100%,< 1 year,1000.0,declined,Moving and relocation,967xx
WA,13.56%,< 1 year,20000.0,declined,Medical expenses,980xx
WV,21.78%,< 1 year,10000.0,declined,Debt consolidation,250xx
IL,4.42%,< 1 year,15000.0,declined,Business,610xx
NY,100%,< 1 year,1800.0,declined,Debt consolidation,100xx
CA,7.6%,< 1 year,5000.0,declined,Credit card refinancing,943xx
MO,16.03,3 years,25000.0,accepted,Credit card refinancing,631xx
FL,18.01%,< 1 year,10000.0,declined,Debt consolidation,335xx
TX,18.93%,< 1 year,10000.0,declined,Debt consolidation,762xx
FL,9.41%,< 1 year,5000.0,declined,Credit card refinancing,333xx
MA,27%,10+ years,10000.0,declined,Debt consolidation,027xx
NM,100%,2 years,19050.0,declined,Car financing,873xx
NJ,55.82%,< 1 year,40000.0,declined,Debt consolidation,080xx
KY,44.22%,< 1 year,6000.0,declined,Debt consolidation,403xx
MI,13.57%,< 1 year,10000.0,declined,Home improvement,481xx
NY,31.35,,30025.0,accepted,Credit card refinancing,112xx
CA,100%,< 1 year,10000.0,declined,Other,900xx
NY,39.01%,< 1 year,25000.0,declined,Debt consolidation,107xx
MD,48.46%,< 1 year,23000.0,declined,Debt consolidation,206xx
VA,9.09%,< 1 year,2500.0,declined,Other,241xx
FL,45.67%,< 1 year,4000.0,declined,Debt consolidation,344xx
FL,10.36%,< 1 year,2500.0,declined,Debt consolidation,336xx
CA,13.26%,< 1 year,5000.0,declined,Debt consolidation,918xx
TN,22.9%,< 1 year,6000.0,declined,Home buying,370xx
AR,47.47%,< 1 year,20000.0,declined,Home improvement,716xx
IL,14.84%,< 1 year,40000.0,declined,Home buying,601xx
TX,2.03%,< 1 year,11000.0,declined,Other,752xx
NC,0%,< 1 year,5000.0,declined,Medical expenses,280xx
FL,3.06%,< 1 year,10000.0,declined,Credit card refinancing,328xx
AZ,14.23%,1 year,6500.0,declined,Debt consolidation,857xx
MD,34.88%,< 1 year,10000.0,declined,Credit card refinancing,207xx
FL,21.45%,< 1 year,10000.0,declined,Debt consolidation,328xx
NY,48.88%,< 1 year,20000.0,declined,Debt consolidation,132xx
TX,29.6%,< 1 year,35000.0,declined,Debt consolidation,751xx
OK,15.45%,< 1 year,20000.0,declined,Credit card refinancing,731xx
FL,26.82%,< 1 year,15000.0,declined,Debt consolidation,327xx
GA,33.96%,< 1 year,3500.0,declined,Debt consolidation,310xx
OH,36.39%,< 1 year,17000.0,declined,Credit card refinancing,440xx
HI,40%,< 1 year,1000.0,declined,Other,967xx
VA,0%,< 1 year,8000.0,declined,Other,235xx
TX,38.41%,< 1 year,10000.0,declined,Credit card refinancing,761xx
NC,34.78%,< 1 year,21000.0,declined,Debt consolidation,284xx
OH,11.87%,< 1 year,4000.0,declined,Other,458xx
VA,26.32%,< 1 year,7800.0,declined,Debt consolidation,236xx
TX,19.4%,< 1 year,5000.0,declined,Moving and relocation,782xx
MN,75.88%,< 1 year,12000.0,declined,Debt consolidation,564xx
VA,2.23%,< 1 year,4000.0,declined,Home buying,238xx
MD,18.92%,< 1 year,20000.0,declined,Debt consolidation,210xx
FL,24%,< 1 year,5000.0,declined,Other,331xx
IL,19.2%,< 1 year,10000.0,declined,Home buying,604xx
AL,16.5%,< 1 year,1000.0,declined,Debt consolidation,367xx
NM,30.43%,< 1 year,13000.0,declined,Other,882xx
SC,22.61%,< 1 year,10000.0,declined,Debt consolidation,291xx
NY,11.07%,< 1 year,3000.0,declined,Debt consolidation,113xx
FL,15.06%,< 1 year,3000.0,declined,Other,322xx
NH,10.9%,< 1 year,4000.0,declined,Other,038xx
MD,1.58%,< 1 year,3000.0,declined,Other,207xx
CO,368.67,,25000.0,accepted,Debt consolidation,809xx
PA,22.99%,< 1 year,7000.0,declined,Credit card refinancing,180xx
OR,3.3%,< 1 year,10000.0,declined,Other,974xx
OH,26.71%,< 1 year,40000.0,declined,Debt consolidation,452xx
IL,3.24%,< 1 year,10000.0,declined,Home buying,601xx
NY,0.56%,< 1 year,30000.0,declined,Home buying,114xx
IN,6.18%,< 1 year,25000.0,declined,Credit card refinancing,463xx
FL,22%,< 1 year,20000.0,declined,Debt consolidation,330xx
NC,17.76%,1 year,10000.0,declined,Moving and relocation,270xx
MN,4.01%,< 1 year,10000.0,declined,Credit card refinancing,558xx
PA,4.18%,< 1 year,5000.0,declined,Credit card refinancing,191xx
AZ,41.47%,< 1 year,2000.0,declined,Other,853xx
CA,100%,< 1 year,2500.0,declined,Debt consolidation,917xx
NY,2.03%,< 1 year,40000.0,declined,Major purchase,115xx
RI,4.45%,< 1 year,2500.0,declined,Credit card refinancing,028xx
OH,0.82%,< 1 year,5000.0,declined,Debt consolidation,440xx
TX,48.97%,< 1 year,8000.0,declined,Credit card refinancing,752xx
AZ,31.13%,< 1 year,7000.0,declined,Credit card refinancing,853xx
OH,27.47%,< 1 year,1000.0,declined,Other,441xx
MI,5.87%,< 1 year,2000.0,declined,Credit card refinancing,492xx
TX,50.35%,< 1 year,40000.0,declined,Debt consolidation,781xx
TX,37.59%,< 1 year,20000.0,declined,Debt consolidation,765xx
TX,1.33%,< 1 year,7500.0,declined,Debt consolidation,780xx
PA,100%,< 1 year,2000.0,declined,Credit card refinancing,179xx
FL,24.92%,< 1 year,2000.0,declined,Other,322xx
NJ,19.2%,< 1 year,8000.0,declined,Debt consolidation,078xx
MD,31.75,7 years,30000.0,accepted,Debt consolidation,211xx
TX,5.41%,< 1 year,5000.0,declined,Other,775xx
VA,33.76%,< 1 year,40000.0,declined,Other,230xx
NY,27.38%,< 1 year,15000.0,declined,Home buying,140xx
OH,30.08%,< 1 year,4000.0,declined,Credit card refinancing,441xx
ID,28.93%,< 1 year,20000.0,declined,Debt consolidation,834xx
VA,5.25%,< 1 year,2500.0,declined,Debt consolidation,229xx
MA,1.4%,< 1 year,5000.0,declined,Other,015xx
FL,5.02%,< 1 year,10000.0,declined,Debt consolidation,347xx
NY,22.51%,< 1 year,13000.0,declined,Other,109xx
OH,17.62%,< 1 year,15000.0,declined,Debt consolidation,443xx
NJ,1.92%,< 1 year,10000.0,declined,Debt consolidation,076xx
AL,4.07%,< 1 year,8000.0,declined,Debt consolidation,355xx
PA,12.58%,< 1 year,10000.0,declined,Credit card refinancing,172xx
NV,14.76%,< 1 year,5000.0,declined,Moving and relocation,893xx
FL,30.23%,< 1 year,2000.0,declined,Home buying,342xx
CA,35.12%,< 1 year,20000.0,declined,Credit card refinancing,952xx
NY,0%,< 1 year,3000.0,declined,Debt consolidation,146xx
MD,32.72%,< 1 year,10000.0,declined,Debt consolidation,211xx
FL,43.12%,< 1 year,10000.0,declined,Medical expenses,341xx
SD,49.14%,< 1 year,25000.0,declined,Debt consolidation,577xx
CA,45.8%,< 1 year,10000.0,declined,Other,900xx
MI,45.86%,< 1 year,8000.0,declined,Debt consolidation,481xx
WI,46.26%,< 1 year,22000.0,declined,Home improvement,532xx
AZ,9999%,< 1 year,30000.0,declined,Debt consolidation,850xx
WI,20.53%,< 1 year,10000.0,declined,Debt consolidation,530xx
MD,14.39%,< 1 year,3000.0,declined,Credit card refinancing,212xx
AR,24.53,10+ years,25000.0,accepted,Debt consolidation,721xx
IN,15.16%,< 1 year,10000.0,declined,Debt consolidation,460xx
DE,66.67%,< 1 year,3000.0,declined,Other,199xx
MN,19.42%,< 1 year,3000.0,declined,Debt consolidation,563xx
FL,24.33%,< 1 year,5000.0,declined,Moving and relocation,326xx
NY,72.94%,< 1 year,3000.0,declined,Moving and relocation,116xx
OK,13.67%,< 1 year,10000.0,declined,Credit card refinancing,740xx
MA,5.12%,< 1 year,20000.0,declined,Medical expenses,023xx
FL,16.2%,< 1 year,9000.0,declined,Other,334xx
NC,41.36%,< 1 year,5000.0,declined,Debt consolidation,273xx
MI,15.34%,< 1 year,16000.0,declined,Debt consolidation,480xx
CA,17.03%,< 1 year,10000.0,declined,Other,927xx
TX,38.47%,< 1 year,10000.0,declined,Home buying,785xx
MN,51.96%,< 1 year,20000.0,declined,Credit card refinancing,553xx
MO,-1%,< 1 year,100000.0,declined,Business Loan,633xx
WV,34.41,5 years,4000.0,accepted,Medical expenses,265xx
CA,15.44%,< 1 year,8500.0,declined,Debt consolidation,951xx
AZ,0.86%,< 1 year,2000.0,declined,Medical expenses,850xx
SC,100%,< 1 year,14500.0,declined,Credit card refinancing,299xx
NY,23.86%,< 1 year,20000.0,declined,Debt consolidation,146xx
MD,29.07%,< 1 year,10000.0,declined,Credit card refinancing,211xx
HI,7.19%,< 1 year,1000.0,declined,Business,968xx
NY,100%,1 year,9775.0,declined,Car financing,117xx
CA,145%,< 1 year,1000.0,declined,Debt consolidation,935xx
TX,36.39%,< 1 year,1000.0,declined,Other,750xx
PA,46.03%,< 1 year,20000.0,declined,Debt consolidation,156xx
NH,19.39%,< 1 year,15000.0,declined,Credit card refinancing,030xx
GA,100%,< 1 year,18625.0,declined,Car financing,313xx
MI,15.62%,< 1 year,10000.0,declined,Credit card refinancing,482xx
TN,5.89%,< 1 year,1000.0,declined,Other,380xx
MA,9.75%,< 1 year,25000.0,declined,Debt consolidation,012xx
MS,23.19%,< 1 year,10000.0,declined,Debt consolidation,395xx
NC,35.77%,< 1 year,7000.0,declined,Debt consolidation,282xx
LA,28.95,9 years,7500.0,accepted,Debt consolidation,706xx
CA,1.5%,< 1 year,5000.0,declined,Moving and relocation,950xx
KS,51.21%,< 1 year,10000.0,declined,Debt consolidation,668xx
OK,8.28%,< 1 year,10000.0,declined,Debt consolidation,740xx
MI,24.05%,< 1 year,2000.0,declined,Major purchase,481xx
MD,5.96%,< 1 year,10000.0,declined,Other,212xx
KY,56.09%,< 1 year,20000.0,declined,Debt consolidation,403xx
NY,36.68%,< 1 year,20000.0,declined,Debt consolidation,115xx
MD,14.29%,6 years,10000.0,declined,Credit card refinancing,210xx
CA,12.34%,< 1 year,40000.0,declined,Debt consolidation,912xx
OK,0.42%,< 1 year,5000.0,declined,Business,740xx
GA,1806%,< 1 year,10000.0,declined,Credit card refinancing,317xx
TX,9.98%,< 1 year,5000.0,declined,Debt consolidation,751xx
AR,559.14%,< 1 year,10000.0,declined,Car financing,729xx
NC,57.3%,< 1 year,10000.0,declined,Debt consolidation,286xx
SC,29.76%,< 1 year,2500.0,declined,Home buying,292xx
CA,21.53%,2 years,6000.0,declined,Debt consolidation,928xx
CA,42.31%,< 1 year,5000.0,declined,Debt consolidation,936xx
TX,35.42%,< 1 year,14000.0,declined,Debt consolidation,781xx
GA,15.25%,< 1 year,4500.0,declined,Debt consolidation,302xx
CA,0%,< 1 year,15000.0,declined,Other,917xx
IL,18.87%,,7000.0,declined,Debt consolidation,629xx
IL,14.35%,< 1 year,10000.0,declined,Debt consolidation,605xx
FL,44.85%,< 1 year,20000.0,declined,Debt consolidation,329xx
WA,21.12%,< 1 year,10000.0,declined,Credit card refinancing,989xx
NJ,18.01,3 years,28000.0,accepted,Moving and relocation,074xx
AZ,15.41%,< 1 year,15000.0,declined,Home improvement,852xx
TX,34.53%,< 1 year,35000.0,declined,Home improvement,754xx
WI,5.73%,< 1 year,2500.0,declined,Other,532xx
FL,15.37%,< 1 year,12000.0,declined,Other,325xx
IL,100%,< 1 year,35000.0,declined,Debt consolidation,606xx
TX,6.63%,< 1 year,10000.0,declined,Credit card refinancing,751xx
TX,1.73%,< 1 year,10000.0,declined,Other,750xx
FL,37.71%,< 1 year,35000.0,declined,Credit card refinancing,330xx
AL,11.77,4 years,30300.0,accepted,Other,356xx
NM,100%,< 1 year,1000.0,declined,Other,871xx
NJ,32.17%,1 year,10000.0,declined,Business,088xx
AL,1.2%,< 1 year,1500.0,declined,Debt consolidation,351xx
PA,16.62,3 years,15000.0,accepted,Credit card refinancing,193xx
GA,30.03%,< 1 year,35000.0,declined,Debt consolidation,302xx
MO,26.6%,< 1 year,2000.0,declined,Medical expenses,654xx
CA,0%,,3000.0,declined,Major purchase,945xx
TX,14.88%,< 1 year,5000.0,declined,Other,760xx
OR,66.03%,< 1 year,5000.0,declined,Other,977xx
KS,57.9%,< 1 year,15000.0,declined,Other,670xx
TN,22.56%,< 1 year,2000.0,declined,Home improvement,380xx
HI,100%,< 1 year,26000.0,declined,Debt consolidation,967xx
TX,19.4%,< 1 year,1000.0,declined,Moving and relocation,786xx
MO,21.39%,< 1 year,10000.0,declined,Credit card refinancing,653xx
MA,76.38%,< 1 year,10000.0,declined,Credit card refinancing,010xx
MS,48.3%,< 1 year,35000.0,declined,Credit card refinancing,391xx
KS,28.24%,< 1 year,15000.0,declined,Debt consolidation,662xx
PA,41.98%,< 1 year,18000.0,declined,Debt consolidation,180xx
CA,47.41%,< 1 year,2500.0,declined,Credit card refinancing,902xx
AL,52.91,7 years,20000.0,accepted,Debt consolidation,351xx
PA,10.75%,< 1 year,4000.0,declined,Debt consolidation,175xx
MD,37.12%,< 1 year,20000.0,declined,Debt consolidation,210xx
LA,44.8%,< 1 year,15000.0,declined,Debt consolidation,708xx
NY,0.25%,< 1 year,10000.0,declined,Other,100xx
TX,52.42%,< 1 year,20000.0,declined,Debt consolidation,760xx
TX,7.7%,< 1 year,13500.0,declined,Debt consolidation,776xx
MA,8.62%,2 years,12000.0,declined,Debt consolidation,019xx
MA,100%,< 1 year,10000.0,declined,Debt consolidation,019xx
OH,60.19%,< 1 year,13000.0,declined,Debt consolidation,448xx
TN,40.14%,< 1 year,2000.0,declined,Other,372xx
CA,7.66%,< 1 year,8000.0,declined,Other,900xx
PA,23.28%,< 1 year,21000.0,declined,Home buying,196xx
WA,52.76%,< 1 year,25000.0,declined,Credit card refinancing,980xx
AL,29.1%,< 1 year,2500.0,declined,Debt consolidation,367xx
FL,31.56%,< 1 year,16000.0,declined,Debt consolidation,321xx
AZ,17.67%,< 1 year,11000.0,declined,Credit card refinancing,850xx
OK,32.19%,< 1 year,1000.0,declined,Debt consolidation,737xx
OH,0%,< 1 year,2000.0,declined,Other,450xx
WY,3.92%,< 1 year,5000.0,declined,Medical expenses,820xx
AR,0%,< 1 year,7000.0,declined,Car financing,721xx
MI,2.16%,< 1 year,10000.0,declined,Credit card refinancing,496xx
NY,7.58%,< 1 year,7200.0,declined,Home buying,148xx
NY,22.03%,< 1 year,20000.0,declined,Debt consolidation,120xx
NY,22.34%,< 1 year,20000.0,declined,Debt consolidation,105xx
FL,40.93%,< 1 year,30000.0,declined,Debt consolidation,328xx
NE,2.48%,< 1 year,10000.0,declined,Debt consolidation,684xx
IN,17.82%,,12000.0,declined,Debt consolidation,478xx
TX,3.31%,< 1 year,2000.0,declined,Home improvement,780xx
MA,1.5%,< 1 year,20000.0,declined,Business,021xx
MN,39.01%,< 1 year,28000.0,declined,Credit card refinancing,551xx
MD,16.82%,< 1 year,10000.0,declined,Debt consolidation,207xx
DE,13.05%,< 1 year,15000.0,declined,Debt consolidation,199xx
WV,0.79%,< 1 year,5000.0,declined,Other,252xx
OK,35.85%,< 1 year,10000.0,declined,Debt consolidation,748xx
PA,0%,< 1 year,1200.0,declined,Vacation,150xx
NJ,3.72%,< 1 year,5000.0,declined,Other,080xx
OH,1.6%,< 1 year,15000.0,declined,Debt consolidation,451xx
NJ,22.89%,< 1 year,10000.0,declined,Debt consolidation,082xx
LA,13.69%,< 1 year,20000.0,declined,Home improvement,707xx
CA,2.77%,< 1 year,10000.0,declined,Other,924xx
WY,42.62%,< 1 year,10000.0,declined,Other,823xx
GA,5.39%,< 1 year,15000.0,declined,Home buying,301xx
MI,11.48%,< 1 year,2000.0,declined,Car financing,481xx
MI,46.87%,< 1 year,23000.0,declined,Debt consolidation,490xx
NY,32.22%,< 1 year,7000.0,declined,Other,117xx
PA,22.51%,< 1 year,4000.0,declined,Debt consolidation,170xx
TX,8.69%,< 1 year,2000.0,declined,Other,754xx
PA,48.02%,< 1 year,5000.0,declined,Other,166xx
GA,13.42%,< 1 year,10000.0,declined,Debt consolidation,300xx
FL,22.07%,,2200.0,declined,Debt consolidation,344xx
MN,15.07%,< 1 year,35000.0,declined,Other,551xx
NJ,49.46%,< 1 year,35000.0,declined,Debt consolidation,080xx
LA,31.31%,< 1 year,25000.0,declined,Debt consolidation,707xx
TX,1.6%,< 1 year,2500.0,declined,Debt consolidation,782xx
TX,25.11%,< 1 year,2400.0,declined,Car financing,750xx
HI,17.93%,< 1 year,30000.0,declined,Debt consolidation,967xx
IL,29.55%,< 1 year,1100.0,declined,Other,610xx
AR,0%,< 1 year,18500.0,declined,Car financing,724xx
AL,53.04%,< 1 year,7500.0,declined,Debt consolidation,360xx
PA,10.98,10+ years,10000.0,accepted,Home improvement,187xx
MI,35.21%,< 1 year,20000.0,declined,Debt consolidation,482xx
MD,22.51%,< 1 year,10000.0,declined,Debt consolidation,211xx
WV,25.42%,< 1 year,10000.0,declined,Credit card refinancing,255xx
OK,45.04%,< 1 year,12700.0,declined,Credit card refinancing,735xx
WA,50.6%,< 1 year,4500.0,declined,Credit card refinancing,982xx
CA,29.2%,< 1 year,10000.0,declined,Debt consolidation,921xx
TX,24.44%,< 1 year,10000.0,declined,Debt consolidation,774xx
NV,0%,< 1 year,35000.0,declined,Debt consolidation,891xx
WV,1.02%,< 1 year,3000.0,declined,Home buying,268xx
NJ,100%,< 1 year,15650.0,declined,Car financing,088xx
NC,0.55%,< 1 year,5000.0,declined,Debt consolidation,282xx
NY,3.72%,< 1 year,15000.0,declined,Debt consolidation,144xx
WA,18.58%,< 1 year,40000.0,declined,Home buying,981xx
NJ,3.16%,< 1 year,10500.0,declined,Debt consolidation,070xx
NC,25.4%,< 1 year,15000.0,declined,Major purchase,271xx
IL,20.14%,< 1 year,35000.0,declined,Debt consolidation,600xx
CA,9.17%,< 1 year,5000.0,declined,Other,900xx
AR,50.32%,< 1 year,20000.0,declined,Debt consolidation,721xx
GA,100%,< 1 year,1000.0,declined,Moving and relocation,314xx
FL,24.66%,< 1 year,4000.0,declined,Debt consolidation,329xx
FL,0%,< 1 year,10000.0,declined,Other,337xx
VA,14.55,,24000.0,accepted,Debt consolidation,245xx
IL,40.65%,< 1 year,5000.0,declined,Debt consolidation,604xx
VA,59.64%,< 1 year,10000.0,declined,Debt consolidation,238xx
CA,17.33%,< 1 year,2600.0,declined,Other,917xx
ND,61.45%,< 1 year,5000.0,declined,Car financing,583xx
MA,13.47%,< 1 year,10000.0,declined,Debt consolidation,026xx
FL,88.79%,< 1 year,5000.0,declined,Medical expenses,336xx
CA,9.48,5 years,4000.0,accepted,Debt consolidation,928xx
WY,19.55%,< 1 year,2500.0,declined,Debt consolidation,820xx
OR,2.4%,< 1 year,4000.0,declined,Debt consolidation,972xx
TX,18.88%,< 1 year,7000.0,declined,Debt consolidation,780xx
WI,21.19%,< 1 year,10000.0,declined,Debt consolidation,547xx
VA,6%,< 1 year,2000.0,declined,Debt consolidation,236xx
ME,25.6%,< 1 year,16000.0,declined,Debt consolidation,042xx
FL,100%,< 1 year,10000.0,declined,Home buying,338xx
TX,65.02%,< 1 year,2000.0,declined,Other,785xx
TX,60.1%,,4500.0,declined,Medical expenses,782xx
CO,30.56%,< 1 year,15000.0,declined,Debt consolidation,806xx
PA,16.9%,< 1 year,1500.0,declined,Debt consolidation,191xx
